,subject,post,latitude,longitude,sentiment,score
1683,New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new Peachtree development.,33.796201,-84.403959,Neutral,0.9999992847442627
1684,Traffic Update,"Avoid Elm during rush hour, construction is causing major delays.",33.71021,-84.388268,Negative,0.9986013770103455
1685,Pothole Alert,Excited about the new renovations at North. It's going to be great for the community!,33.843769,-84.355611,Positive,0.9999997615814209
1686,Community Meeting,The annual street fair at River is this Saturday. Great food and local crafts!,33.781499,-84.512111,Neutral,0.9999666213989258
1687,Local Event,Heard about a new Maple opening on 5th. Definitely worth checking out!,33.875927,-84.527881,Neutral,0.9996544122695923
1688,New Restaurant Opening,"Avoid Highland during rush hour, construction is causing major delays.",33.73639,-84.461816,Negative,0.9993498921394348
1689,Infrastructure Work,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.740489,-84.448526,Positive,0.9999996423721313
1690,Public Transport Notice,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.867566,-84.418778,Neutral,0.9999204874038696
1691,Park Renovation,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.803474,-84.349446,Neutral,0.9996829032897949
1692,Infrastructure Work,Public transport update: Main line will have altered schedules this week.,33.755016,-84.480197,Neutral,0.9999990463256836
1693,Infrastructure Work,Public transport update: Highland line will have altered schedules this week.,33.793333,-84.429332,Neutral,0.9999979734420776
1694,Park Renovation,Don't miss the Elm happening this weekend at Main. Always a good time!,33.723138,-84.501793,Positive,0.9756106734275818
1695,Park Renovation,Community meeting at Peachtree this Thursday to discuss the new River development.,33.885469,-84.313187,Neutral,0.9999990463256836
1696,Public Transport Notice,Excited about the new renovations at Broadway. It's going to be great for the community!,33.758524,-84.350876,Positive,0.9999996423721313
1697,Infrastructure Work,Excited about the new renovations at Broadway. It's going to be great for the community!,33.882617,-84.30891,Positive,0.9999996423721313
1698,Public Transport Notice,Watch out for a giant pothole on North Street. Be careful driving!,33.843393,-84.513475,Neutral,0.9953041076660156
1699,Public Transport Notice,Public transport update: Peachtree line will have altered schedules this week.,33.661196,-84.474925,Neutral,0.999998927116394
1700,New Restaurant Opening,Excited about the new renovations at River. It's going to be great for the community!,33.797577,-84.327605,Positive,0.9999996423721313
1701,Infrastructure Work,Public transport update: Peachtree line will have altered schedules this week.,33.817111,-84.411481,Neutral,0.999998927116394
1702,Community Meeting,Heard about a new Maple opening on 5th. Definitely worth checking out!,33.820584,-84.348774,Neutral,0.9996544122695923
1703,Infrastructure Work,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.740395,-84.394243,Neutral,0.9999204874038696
1704,Park Renovation,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.737666,-84.33834,Neutral,0.9978082776069641
1705,Infrastructure Work,The annual street fair at North is this Saturday. Great food and local crafts!,33.698226,-84.484962,Neutral,0.9997422099113464
1706,Local Event,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.731975,-84.381811,Neutral,0.9996829032897949
1707,Park Renovation,Watch out for a giant pothole on Main Street. Be careful driving!,33.862659,-84.406513,Neutral,0.9950763583183289
1708,Local Event,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.710433,-84.452673,Neutral,0.9999618530273438
1709,Infrastructure Work,Public transport update: Main line will have altered schedules this week.,33.659125,-84.346906,Neutral,0.9999990463256836
1710,Traffic Update,Excited about the new renovations at Elm. It's going to be great for the community!,33.812461,-84.548335,Positive,0.9999996423721313
1711,Traffic Update,Don't miss the Elm happening this weekend at Main. Always a good time!,33.674778,-84.302409,Positive,0.9756106734275818
1712,Street Fair,Heard about a new North opening on Maple. Definitely worth checking out!,33.815475,-84.436508,Neutral,0.999262273311615
1713,Street Fair,"Avoid North during rush hour, construction is causing major delays.",33.731493,-84.394803,Negative,0.9987327456474304
1714,Infrastructure Work,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.745438,-84.323108,Neutral,0.9999204874038696
1715,New Restaurant Opening,Heard about a new Peachtree opening on Broadway. Definitely worth checking out!,33.75614,-84.496148,Neutral,0.9997186064720154
1716,Infrastructure Work,Community meeting at Main this Thursday to discuss the new Broadway development.,33.877367,-84.30124,Neutral,0.9999992847442627
1717,Traffic Update,Don't miss the Peachtree happening this weekend at Peachtree. Always a good time!,33.832458,-84.530633,Positive,0.849380373954773
1718,Street Fair,The annual street fair at Main is this Saturday. Great food and local crafts!,33.705255,-84.505874,Neutral,0.9998722076416016
1719,Local Event,Public transport update: Highland line will have altered schedules this week.,33.698099,-84.386286,Neutral,0.9999979734420776
1720,Park Renovation,"Avoid River during rush hour, construction is causing major delays.",33.689448,-84.44185,Negative,0.9958399534225464
1721,Public Transport Notice,Don't miss the Main happening this weekend at Maple. Always a good time!,33.80789,-84.485889,Positive,0.978538453578949
1722,Public Transport Notice,Public transport update: Elm line will have altered schedules this week.,33.684566,-84.311485,Neutral,0.9999988079071045
1723,Infrastructure Work,Don't miss the Main happening this weekend at Peachtree. Always a good time!,33.778631,-84.488688,Positive,0.9151755571365356
1724,Public Transport Notice,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.72464,-84.447089,Neutral,0.9999204874038696
1725,Infrastructure Work,Excited about the new renovations at Maple. It's going to be great for the community!,33.672015,-84.382455,Positive,0.9999997615814209
1726,New Restaurant Opening,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.717202,-84.485711,Neutral,0.9998923540115356
1727,Traffic Update,Community meeting at 5th this Thursday to discuss the new Highland development.,33.674796,-84.463652,Neutral,0.9999994039535522
1728,Community Meeting,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.692311,-84.376647,Neutral,0.9996829032897949
1729,Community Meeting,Don't miss the North happening this weekend at Highland. Always a good time!,33.730468,-84.549336,Positive,0.9729115962982178
1730,Street Fair,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.725593,-84.481211,Neutral,0.9998438358306885
1731,Infrastructure Work,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.75228,-84.45755,Neutral,0.9996858835220337
1732,New Restaurant Opening,"Avoid North during rush hour, construction is causing major delays.",33.794805,-84.442137,Negative,0.9987327456474304
1733,Community Meeting,"Avoid Main during rush hour, construction is causing major delays.",33.679835,-84.438812,Negative,0.9989157915115356
1734,Community Meeting,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.862858,-84.481679,Neutral,0.9997780919075012
1735,Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.84219,-84.404781,Positive,0.9999996423721313
1736,Local Event,Watch out for a giant pothole on 5th Street. Be careful driving!,33.749282,-84.453158,Neutral,0.9965265393257141
1737,Pothole Alert,"Avoid North during rush hour, construction is causing major delays.",33.751189,-84.395283,Negative,0.9987327456474304
1738,Traffic Update,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.694289,-84.382549,Neutral,0.999975323677063
1739,Community Meeting,The annual street fair at River is this Saturday. Great food and local crafts!,33.677014,-84.305373,Neutral,0.9999666213989258
1740,Park Renovation,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.784578,-84.40141,Positive,0.9999996423721313
1741,New Restaurant Opening,Heard about a new North opening on Maple. Definitely worth checking out!,33.808027,-84.356104,Neutral,0.999262273311615
1742,Community Meeting,Don't miss the River happening this weekend at Elm. Always a good time!,33.838668,-84.525269,Positive,0.9819198250770569
1743,Community Meeting,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.794852,-84.315103,Neutral,0.9997780919075012
1744,Street Fair,"Avoid Elm during rush hour, construction is causing major delays.",33.657002,-84.347328,Negative,0.9986013770103455
1745,New Restaurant Opening,Don't miss the Main happening this weekend at Elm. Always a good time!,33.846817,-84.506375,Positive,0.9661949276924133
1746,Street Fair,Community meeting at Elm this Thursday to discuss the new North development.,33.746512,-84.335513,Neutral,0.9999996423721313
1747,Local Event,Community meeting at Peachtree this Thursday to discuss the new Broadway development.,33.766177,-84.546653,Neutral,0.9999991655349731
1748,Park Renovation,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.820838,-84.373015,Neutral,0.9999616146087646
1749,New Restaurant Opening,Public transport update: Elm line will have altered schedules this week.,33.721182,-84.315687,Neutral,0.9999988079071045
1750,Infrastructure Work,Community meeting at River this Thursday to discuss the new Peachtree development.,33.787952,-84.331059,Neutral,0.999998927116394
1751,Infrastructure Work,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.775416,-84.409801,Neutral,0.9999657869338989
1752,Public Transport Notice,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.784087,-84.525623,Positive,0.9999996423721313
1753,Park Renovation,Watch out for a giant pothole on River Street. Be careful driving!,33.794498,-84.481165,Neutral,0.9974990487098694
1754,Local Event,"Heads up, River is undergoing some major infrastructure work for the next month.",33.710576,-84.292341,Neutral,0.9999222755432129
1755,Community Meeting,Community meeting at Main this Thursday to discuss the new Elm development.,33.858491,-84.355225,Neutral,0.9999994039535522
1756,Local Event,Watch out for a giant pothole on Maple Street. Be careful driving!,33.869553,-84.390604,Neutral,0.9965986609458923
1757,Local Event,Excited about the new renovations at Broadway. It's going to be great for the community!,33.677319,-84.293156,Positive,0.9999996423721313
1758,New Restaurant Opening,Public transport update: 5th line will have altered schedules this week.,33.72489,-84.302493,Neutral,0.9999994039535522
1759,New Restaurant Opening,Don't miss the Broadway happening this weekend at Elm. Always a good time!,33.810256,-84.460739,Positive,0.9608026146888733
1760,Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.71676,-84.477741,Neutral,0.9998862743377686
1761,New Restaurant Opening,Heard about a new Highland opening on Highland. Definitely worth checking out!,33.656817,-84.52283,Neutral,0.9995591044425964
1762,New Restaurant Opening,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.884208,-84.348591,Neutral,0.9998717308044434
1763,Infrastructure Work,"Avoid North during rush hour, construction is causing major delays.",33.84013,-84.338432,Negative,0.9987327456474304
1764,Park Renovation,Community meeting at Main this Thursday to discuss the new Elm development.,33.818166,-84.459066,Neutral,0.9999994039535522
1765,Pothole Alert,Excited about the new renovations at Maple. It's going to be great for the community!,33.770339,-84.291321,Positive,0.9999997615814209
1766,Local Event,Excited about the new renovations at Highland. It's going to be great for the community!,33.74706,-84.477822,Positive,0.9999997615814209
1767,Traffic Update,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.879675,-84.307482,Neutral,0.9998862743377686
1768,Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.793467,-84.382833,Neutral,0.9953041076660156
1769,Pothole Alert,Watch out for a giant pothole on Highland Street. Be careful driving!,33.818132,-84.483707,Neutral,0.9961722493171692
1770,Public Transport Notice,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.649329,-84.306617,Neutral,0.9999618530273438
1771,Community Meeting,Don't miss the Highland happening this weekend at River. Always a good time!,33.806891,-84.402145,Positive,0.9755194783210754
1772,Street Fair,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.746797,-84.375208,Neutral,0.9995244741439819
1773,Street Fair,Excited about the new renovations at North. It's going to be great for the community!,33.781616,-84.462758,Positive,0.9999997615814209
1774,Street Fair,Excited about the new renovations at River. It's going to be great for the community!,33.803696,-84.329966,Positive,0.9999996423721313
1775,Community Meeting,Public transport update: 5th line will have altered schedules this week.,33.764372,-84.416788,Neutral,0.9999994039535522
1776,New Restaurant Opening,Public transport update: Maple line will have altered schedules this week.,33.65637,-84.448168,Neutral,0.999998927116394
1777,Pothole Alert,"Avoid River during rush hour, construction is causing major delays.",33.663921,-84.401321,Negative,0.9958399534225464
1778,Public Transport Notice,"Avoid Broadway during rush hour, construction is causing major delays.",33.719358,-84.506328,Negative,0.9960518479347229
1779,New Restaurant Opening,"Avoid Peachtree during rush hour, construction is causing major delays.",33.687974,-84.52584,Negative,0.9967148303985596
1780,Pothole Alert,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.849632,-84.453426,Neutral,0.9996829032897949
1781,Traffic Update,Excited about the new renovations at Broadway. It's going to be great for the community!,33.739507,-84.406547,Positive,0.9999996423721313
1782,Street Fair,Don't miss the 5th happening this weekend at Broadway. Always a good time!,33.749431,-84.451715,Positive,0.9823001027107239
1783,Park Renovation,Heard about a new Highland opening on Broadway. Definitely worth checking out!,33.807729,-84.490818,Neutral,0.9994082450866699
1784,Local Event,"Avoid Broadway during rush hour, construction is causing major delays.",33.804403,-84.477986,Negative,0.9960518479347229
1785,Infrastructure Work,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.653901,-84.544935,Neutral,0.999975323677063
1786,Street Fair,"Avoid Main during rush hour, construction is causing major delays.",33.678127,-84.318382,Negative,0.9989157915115356
1787,Community Meeting,Excited about the new renovations at Highland. It's going to be great for the community!,33.771313,-84.319825,Positive,0.9999997615814209
1788,Park Renovation,Excited about the new renovations at 5th. It's going to be great for the community!,33.696527,-84.394975,Positive,0.9999995231628418
1789,Local Event,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.712696,-84.508958,Neutral,0.9996858835220337
1790,Infrastructure Work,Watch out for a giant pothole on River Street. Be careful driving!,33.749882,-84.305563,Neutral,0.9974990487098694
1791,Community Meeting,Heard about a new River opening on 5th. Definitely worth checking out!,33.663054,-84.364881,Neutral,0.9996552467346191
1792,Pothole Alert,Excited about the new renovations at Elm. It's going to be great for the community!,33.853592,-84.386064,Positive,0.9999996423721313
1793,Street Fair,Public transport update: 5th line will have altered schedules this week.,33.749808,-84.3591,Neutral,0.9999994039535522
1794,Street Fair,"Heads up, River is undergoing some major infrastructure work for the next month.",33.69649,-84.47207,Neutral,0.9999222755432129
1795,Traffic Update,Public transport update: North line will have altered schedules this week.,33.712069,-84.516446,Neutral,0.9999982118606567
1796,Street Fair,Watch out for a giant pothole on Elm Street. Be careful driving!,33.750003,-84.443028,Neutral,0.9965171813964844
1797,Traffic Update,Community meeting at River this Thursday to discuss the new 5th development.,33.674379,-84.302139,Neutral,0.9999994039535522
1798,New Restaurant Opening,Heard about a new River opening on North. Definitely worth checking out!,33.778635,-84.420671,Neutral,0.999019980430603
1799,Infrastructure Work,Community meeting at River this Thursday to discuss the new Highland development.,33.660087,-84.424233,Neutral,0.9999992847442627
1800,Community Meeting,Excited about the new renovations at Maple. It's going to be great for the community!,33.830547,-84.540272,Positive,0.9999997615814209
1801,Pothole Alert,Excited about the new renovations at North. It's going to be great for the community!,33.825199,-84.422998,Positive,0.9999997615814209
1802,Community Meeting,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.871638,-84.463355,Neutral,0.9995244741439819
1803,Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.789745,-84.416385,Neutral,0.9953041076660156
1804,Local Event,Heard about a new 5th opening on Maple. Definitely worth checking out!,33.687512,-84.422164,Neutral,0.9996542930603027
1805,Infrastructure Work,Don't miss the 5th happening this weekend at River. Always a good time!,33.825492,-84.347645,Positive,0.9745757579803467
1806,Local Event,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.847372,-84.391441,Neutral,0.9937437176704407
1807,Traffic Update,Community meeting at Highland this Thursday to discuss the new Highland development.,33.703513,-84.51027,Neutral,0.9999992847442627
1808,Public Transport Notice,Public transport update: North line will have altered schedules this week.,33.731371,-84.486445,Neutral,0.9999982118606567
1809,Traffic Update,Don't miss the Maple happening this weekend at Broadway. Always a good time!,33.866173,-84.30423,Positive,0.9495817422866821
1810,Public Transport Notice,Community meeting at Highland this Thursday to discuss the new Peachtree development.,33.796826,-84.305215,Neutral,0.9999985694885254
1811,Pothole Alert,The annual street fair at North is this Saturday. Great food and local crafts!,33.821673,-84.355144,Neutral,0.9997422099113464
1812,Community Meeting,Excited about the new renovations at River. It's going to be great for the community!,33.877518,-84.42367,Positive,0.9999996423721313
1813,Street Fair,The annual street fair at Main is this Saturday. Great food and local crafts!,33.850975,-84.415152,Neutral,0.9998722076416016
1814,New Restaurant Opening,Public transport update: Elm line will have altered schedules this week.,33.679038,-84.517838,Neutral,0.9999988079071045
1815,Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.670202,-84.482541,Neutral,0.9998862743377686
1816,Street Fair,Don't miss the Peachtree happening this weekend at Main. Always a good time!,33.676913,-84.387615,Positive,0.9575104117393494
1817,Infrastructure Work,Don't miss the Maple happening this weekend at 5th. Always a good time!,33.8458,-84.419393,Positive,0.9445198178291321
1818,Local Event,Excited about the new renovations at River. It's going to be great for the community!,33.775188,-84.496387,Positive,0.9999996423721313
1819,Pothole Alert,"Avoid Maple during rush hour, construction is causing major delays.",33.769732,-84.359646,Negative,0.9985874891281128
1820,Park Renovation,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.871391,-84.527111,Neutral,0.9999657869338989
1821,Street Fair,Public transport update: River line will have altered schedules this week.,33.74911,-84.30452,Neutral,0.999998927116394
1822,Pothole Alert,Heard about a new North opening on Main. Definitely worth checking out!,33.77667,-84.493138,Neutral,0.9994198083877563
1823,Infrastructure Work,Community meeting at River this Thursday to discuss the new Maple development.,33.856435,-84.494463,Neutral,0.999998927116394
1824,Community Meeting,Don't miss the Peachtree happening this weekend at 5th. Always a good time!,33.838033,-84.358082,Positive,0.9395468831062317
1825,Pothole Alert,Public transport update: Elm line will have altered schedules this week.,33.833557,-84.391685,Neutral,0.9999988079071045
1826,Infrastructure Work,"Avoid River during rush hour, construction is causing major delays.",33.81577,-84.43876,Negative,0.9958399534225464
1827,Traffic Update,Public transport update: River line will have altered schedules this week.,33.813958,-84.519773,Neutral,0.999998927116394
1828,Park Renovation,Don't miss the Main happening this weekend at Highland. Always a good time!,33.875375,-84.378972,Positive,0.9674752354621887
1829,New Restaurant Opening,"Avoid Maple during rush hour, construction is causing major delays.",33.698316,-84.505943,Negative,0.9985874891281128
1830,Infrastructure Work,"Heads up, River is undergoing some major infrastructure work for the next month.",33.859231,-84.314278,Neutral,0.9999222755432129
1831,Street Fair,"Heads up, North is undergoing some major infrastructure work for the next month.",33.851031,-84.311139,Neutral,0.9999599456787109
1832,New Restaurant Opening,Watch out for a giant pothole on North Street. Be careful driving!,33.81206,-84.360476,Neutral,0.9953041076660156
1833,Pothole Alert,Excited about the new renovations at Maple. It's going to be great for the community!,33.655841,-84.440147,Positive,0.9999997615814209
1834,Public Transport Notice,Heard about a new Broadway opening on 5th. Definitely worth checking out!,33.698909,-84.46544,Neutral,0.9996465444564819
1835,Local Event,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.787957,-84.380669,Neutral,0.9998923540115356
1836,New Restaurant Opening,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.648278,-84.341021,Neutral,0.9999657869338989
1837,Pothole Alert,Watch out for a giant pothole on Main Street. Be careful driving!,33.868466,-84.308478,Neutral,0.9950763583183289
1838,Community Meeting,"Avoid Peachtree during rush hour, construction is causing major delays.",33.763402,-84.332361,Negative,0.9967148303985596
1839,Community Meeting,"Avoid North during rush hour, construction is causing major delays.",33.75419,-84.379613,Negative,0.9987327456474304
1840,Street Fair,"Heads up, North is undergoing some major infrastructure work for the next month.",33.698533,-84.472915,Neutral,0.9999599456787109
1841,Pothole Alert,Public transport update: Highland line will have altered schedules this week.,33.677153,-84.550177,Neutral,0.9999979734420776
1842,Infrastructure Work,Watch out for a giant pothole on River Street. Be careful driving!,33.686039,-84.395318,Neutral,0.9974990487098694
1843,Traffic Update,Heard about a new Broadway opening on North. Definitely worth checking out!,33.8216,-84.45968,Neutral,0.9989987015724182
1844,Street Fair,Excited about the new renovations at Elm. It's going to be great for the community!,33.815427,-84.35895,Positive,0.9999996423721313
1845,Street Fair,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.815438,-84.33086,Positive,0.9999996423721313
1846,Infrastructure Work,The annual street fair at Main is this Saturday. Great food and local crafts!,33.655462,-84.409055,Neutral,0.9998722076416016
1847,Park Renovation,Public transport update: North line will have altered schedules this week.,33.805407,-84.391077,Neutral,0.9999982118606567
1848,Street Fair,Excited about the new renovations at 5th. It's going to be great for the community!,33.732396,-84.314538,Positive,0.9999995231628418
1849,Traffic Update,Excited about the new renovations at 5th. It's going to be great for the community!,33.867333,-84.413804,Positive,0.9999995231628418
1850,Pothole Alert,Community meeting at Main this Thursday to discuss the new North development.,33.772999,-84.431843,Neutral,0.9999995231628418
1851,Infrastructure Work,Don't miss the Main happening this weekend at Broadway. Always a good time!,33.838494,-84.30038,Positive,0.9774203896522522
1852,Traffic Update,The annual street fair at River is this Saturday. Great food and local crafts!,33.777592,-84.489734,Neutral,0.9999666213989258
1853,Local Event,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.693775,-84.372111,Neutral,0.9998923540115356
1854,Pothole Alert,Public transport update: River line will have altered schedules this week.,33.660355,-84.372732,Neutral,0.999998927116394
1855,Infrastructure Work,Don't miss the Highland happening this weekend at Main. Always a good time!,33.708913,-84.366327,Positive,0.9833495616912842
1856,Public Transport Notice,Don't miss the River happening this weekend at North. Always a good time!,33.708193,-84.425582,Positive,0.9819362759590149
1857,Public Transport Notice,Heard about a new 5th opening on Broadway. Definitely worth checking out!,33.850579,-84.333205,Neutral,0.9997230172157288
1858,Pothole Alert,"Heads up, North is undergoing some major infrastructure work for the next month.",33.803587,-84.317058,Neutral,0.9999599456787109
1859,Local Event,Don't miss the River happening this weekend at Elm. Always a good time!,33.652661,-84.368326,Positive,0.9819198250770569
1860,Traffic Update,Heard about a new Peachtree opening on Maple. Definitely worth checking out!,33.844615,-84.532763,Neutral,0.9997082352638245
1861,Public Transport Notice,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.773295,-84.409679,Neutral,0.9999755620956421
1862,Public Transport Notice,Don't miss the Main happening this weekend at River. Always a good time!,33.76855,-84.354308,Positive,0.9661456346511841
1863,Public Transport Notice,Heard about a new Peachtree opening on Elm. Definitely worth checking out!,33.8538,-84.299772,Neutral,0.9997218251228333
1864,Community Meeting,Public transport update: Peachtree line will have altered schedules this week.,33.726849,-84.425272,Neutral,0.999998927116394
1865,Park Renovation,Watch out for a giant pothole on River Street. Be careful driving!,33.797026,-84.403293,Neutral,0.9974990487098694
1866,Traffic Update,Don't miss the Highland happening this weekend at Broadway. Always a good time!,33.840252,-84.422402,Positive,0.9733248353004456
1867,Park Renovation,The annual street fair at North is this Saturday. Great food and local crafts!,33.834323,-84.503177,Neutral,0.9997422099113464
1868,Park Renovation,Heard about a new Broadway opening on Highland. Definitely worth checking out!,33.687411,-84.30159,Neutral,0.9994813799858093
1869,Park Renovation,Don't miss the Peachtree happening this weekend at Highland. Always a good time!,33.73491,-84.462994,Positive,0.9005815982818604
1870,Community Meeting,Excited about the new renovations at North. It's going to be great for the community!,33.735128,-84.439504,Positive,0.9999997615814209
1871,Traffic Update,Community meeting at Elm this Thursday to discuss the new River development.,33.664938,-84.526698,Neutral,0.9999992847442627
1872,Park Renovation,Excited about the new renovations at Maple. It's going to be great for the community!,33.742578,-84.379685,Positive,0.9999997615814209
1873,Street Fair,Watch out for a giant pothole on North Street. Be careful driving!,33.79354,-84.390413,Neutral,0.9953041076660156
1874,Pothole Alert,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.758516,-84.312438,Neutral,0.9999657869338989
1875,Park Renovation,Excited about the new renovations at Main. It's going to be great for the community!,33.778068,-84.525461,Positive,0.9999997615814209
1876,Community Meeting,The annual street fair at River is this Saturday. Great food and local crafts!,33.684879,-84.339174,Neutral,0.9999666213989258
1877,Local Event,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.877878,-84.427351,Neutral,0.9998717308044434
1878,Pothole Alert,Excited about the new renovations at River. It's going to be great for the community!,33.771587,-84.371824,Positive,0.9999996423721313
1879,Street Fair,Public transport update: Main line will have altered schedules this week.,33.758345,-84.421647,Neutral,0.9999990463256836
1880,Public Transport Notice,Excited about the new renovations at Main. It's going to be great for the community!,33.703633,-84.445648,Positive,0.9999997615814209
1881,Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.677954,-84.429029,Neutral,0.9998862743377686
1882,Pothole Alert,Public transport update: Peachtree line will have altered schedules this week.,33.851112,-84.346245,Neutral,0.999998927116394
1883,Public Transport Notice,Excited about the new renovations at 5th. It's going to be great for the community!,33.798616,-84.309941,Positive,0.9999995231628418
1884,Local Event,Community meeting at Peachtree this Thursday to discuss the new Main development.,33.766286,-84.429468,Neutral,0.9999990463256836
1885,Infrastructure Work,Excited about the new renovations at Main. It's going to be great for the community!,33.760212,-84.394152,Positive,0.9999997615814209
1886,New Restaurant Opening,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.759385,-84.428113,Neutral,0.9999657869338989
1887,Community Meeting,Don't miss the Main happening this weekend at Peachtree. Always a good time!,33.854181,-84.371039,Positive,0.9151755571365356
1888,Pothole Alert,Watch out for a giant pothole on Main Street. Be careful driving!,33.823676,-84.429187,Neutral,0.9950763583183289
1889,Pothole Alert,Watch out for a giant pothole on River Street. Be careful driving!,33.878283,-84.530176,Neutral,0.9974990487098694
1890,Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.823871,-84.486007,Positive,0.9999996423721313
1891,Community Meeting,Public transport update: 5th line will have altered schedules this week.,33.785292,-84.413559,Neutral,0.9999994039535522
1892,Traffic Update,"Heads up, River is undergoing some major infrastructure work for the next month.",33.809398,-84.40913,Neutral,0.9999222755432129
1893,New Restaurant Opening,Public transport update: Main line will have altered schedules this week.,33.840356,-84.332543,Neutral,0.9999990463256836
1894,Community Meeting,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.751699,-84.295201,Positive,0.9999996423721313
1895,Public Transport Notice,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.811452,-84.534953,Neutral,0.999969482421875
1896,Local Event,The annual street fair at River is this Saturday. Great food and local crafts!,33.832088,-84.391964,Neutral,0.9999666213989258
1897,Local Event,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.863366,-84.512177,Neutral,0.999969482421875
1898,New Restaurant Opening,Community meeting at Highland this Thursday to discuss the new Broadway development.,33.713935,-84.336191,Neutral,0.9999988079071045
1899,New Restaurant Opening,Community meeting at Main this Thursday to discuss the new River development.,33.752059,-84.302936,Neutral,0.9999991655349731
1900,New Restaurant Opening,Excited about the new renovations at Broadway. It's going to be great for the community!,33.701847,-84.46111,Positive,0.9999996423721313
1901,Local Event,The annual street fair at North is this Saturday. Great food and local crafts!,33.750691,-84.477945,Neutral,0.9997422099113464
1902,Park Renovation,Public transport update: Peachtree line will have altered schedules this week.,33.873357,-84.355073,Neutral,0.999998927116394
1903,Park Renovation,Community meeting at Main this Thursday to discuss the new River development.,33.657381,-84.326695,Neutral,0.9999991655349731
1904,Street Fair,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.682173,-84.497649,Neutral,0.9999755620956421
1905,New Restaurant Opening,Community meeting at Broadway this Thursday to discuss the new North development.,33.83249,-84.549526,Neutral,0.9999992847442627
1906,Park Renovation,Public transport update: North line will have altered schedules this week.,33.864467,-84.38705,Neutral,0.9999982118606567
1907,Street Fair,Excited about the new renovations at Main. It's going to be great for the community!,33.697767,-84.499322,Positive,0.9999997615814209
1908,Infrastructure Work,"Avoid Highland during rush hour, construction is causing major delays.",33.697017,-84.543538,Negative,0.9993498921394348
1909,Park Renovation,Public transport update: River line will have altered schedules this week.,33.791946,-84.398814,Neutral,0.999998927116394
1910,Local Event,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.668476,-84.544655,Neutral,0.999969482421875
1911,Street Fair,Don't miss the 5th happening this weekend at 5th. Always a good time!,33.748688,-84.292854,Positive,0.9812569618225098
1912,Infrastructure Work,Community meeting at Highland this Thursday to discuss the new Highland development.,33.855538,-84.297904,Neutral,0.9999992847442627
1913,Public Transport Notice,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.735789,-84.347153,Neutral,0.9998717308044434
