subject,post,latitude,longitude
Traffic Update,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.652862,-84.456976
Local Event,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.869625,-84.448742
Traffic Update,Don't miss the Peachtree happening this weekend at North. Always a good time!,33.787721,-84.470301
Park Renovation,Excited about the new renovations at North. It's going to be great for the community!,33.854091,-84.467518
Pothole Alert,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.779908,-84.342004
Local Event,Heard about a new Highland opening on River. Definitely worth checking out!,33.863617,-84.445427
Traffic Update,Excited about the new renovations at Broadway. It's going to be great for the community!,33.662165,-84.53285
Public Transport Notice,Excited about the new renovations at North. It's going to be great for the community!,33.88531,-84.40311
Park Renovation,Heard about a new Main opening on North. Definitely worth checking out!,33.692886,-84.343052
Street Fair,Public transport update: 5th line will have altered schedules this week.,33.739899,-84.426231
Public Transport Notice,Heard about a new Peachtree opening on River. Definitely worth checking out!,33.806081,-84.493894
Public Transport Notice,Community meeting at Elm this Thursday to discuss the new 5th development.,33.88237,-84.443147
Traffic Update,Excited about the new renovations at River. It's going to be great for the community!,33.878489,-84.537589
Local Event,Watch out for a giant pothole on Elm Street. Be careful driving!,33.693402,-84.337309
New Restaurant Opening,Watch out for a giant pothole on River Street. Be careful driving!,33.868244,-84.364232
Community Meeting,Watch out for a giant pothole on River Street. Be careful driving!,33.683976,-84.484914
Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.701818,-84.315121
Local Event,"Heads up, North is undergoing some major infrastructure work for the next month.",33.868112,-84.296087
Pothole Alert,The annual street fair at Main is this Saturday. Great food and local crafts!,33.824065,-84.433693
Traffic Update,"Avoid Broadway during rush hour, construction is causing major delays.",33.75555,-84.410244
Traffic Update,Community meeting at 5th this Thursday to discuss the new North development.,33.783082,-84.406619
Traffic Update,Heard about a new Main opening on Peachtree. Definitely worth checking out!,33.820656,-84.355454
Community Meeting,Don't miss the Highland happening this weekend at 5th. Always a good time!,33.682109,-84.337442
Infrastructure Work,Heard about a new River opening on Highland. Definitely worth checking out!,33.651196,-84.392732
Traffic Update,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.812848,-84.449481
Infrastructure Work,Public transport update: 5th line will have altered schedules this week.,33.662204,-84.472061
Traffic Update,Don't miss the Peachtree happening this weekend at Peachtree. Always a good time!,33.88448,-84.543641
Street Fair,Don't miss the Peachtree happening this weekend at Peachtree. Always a good time!,33.687424,-84.388838
Park Renovation,Community meeting at River this Thursday to discuss the new 5th development.,33.785892,-84.354908
Pothole Alert,Community meeting at River this Thursday to discuss the new Highland development.,33.668929,-84.362579
Community Meeting,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.678358,-84.535739
New Restaurant Opening,Public transport update: Broadway line will have altered schedules this week.,33.759201,-84.465252
New Restaurant Opening,"Avoid Maple during rush hour, construction is causing major delays.",33.811596,-84.455893
Street Fair,Watch out for a giant pothole on Maple Street. Be careful driving!,33.797364,-84.309125
Traffic Update,Community meeting at Main this Thursday to discuss the new Highland development.,33.876119,-84.510282
Infrastructure Work,"Avoid 5th during rush hour, construction is causing major delays.",33.803948,-84.489948
Traffic Update,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.83987,-84.464309
Infrastructure Work,Don't miss the Main happening this weekend at Elm. Always a good time!,33.835571,-84.532373
Public Transport Notice,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.760754,-84.358282
Local Event,Excited about the new renovations at River. It's going to be great for the community!,33.752711,-84.460544
Park Renovation,Community meeting at Broadway this Thursday to discuss the new Broadway development.,33.854163,-84.327426
Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.858896,-84.381313
Traffic Update,Watch out for a giant pothole on Maple Street. Be careful driving!,33.690158,-84.433683
Local Event,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.857951,-84.526756
Park Renovation,"Avoid Broadway during rush hour, construction is causing major delays.",33.806722,-84.513801
Public Transport Notice,Public transport update: River line will have altered schedules this week.,33.684063,-84.367021
Public Transport Notice,Don't miss the Main happening this weekend at Peachtree. Always a good time!,33.69864,-84.467432
Infrastructure Work,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.829915,-84.525411
Local Event,Community meeting at River this Thursday to discuss the new River development.,33.700381,-84.426112
Pothole Alert,Public transport update: Main line will have altered schedules this week.,33.694524,-84.527204
Local Event,Watch out for a giant pothole on 5th Street. Be careful driving!,33.687428,-84.293813
Street Fair,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.780825,-84.399015
Traffic Update,Watch out for a giant pothole on North Street. Be careful driving!,33.785954,-84.361821
Local Event,Watch out for a giant pothole on Highland Street. Be careful driving!,33.838829,-84.33482
Local Event,Watch out for a giant pothole on 5th Street. Be careful driving!,33.675305,-84.293125
Community Meeting,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.87303,-84.389021
Street Fair,"Heads up, River is undergoing some major infrastructure work for the next month.",33.743882,-84.326122
Street Fair,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.678845,-84.370704
Public Transport Notice,"Avoid 5th during rush hour, construction is causing major delays.",33.758697,-84.53823
New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new Peachtree development.,33.874908,-84.38229
Public Transport Notice,"Avoid Broadway during rush hour, construction is causing major delays.",33.821947,-84.326907
Traffic Update,Don't miss the Maple happening this weekend at Peachtree. Always a good time!,33.720842,-84.386277
Public Transport Notice,Excited about the new renovations at Elm. It's going to be great for the community!,33.763697,-84.426252
New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new Maple development.,33.689603,-84.373391
Public Transport Notice,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.795356,-84.54788
Public Transport Notice,Excited about the new renovations at Highland. It's going to be great for the community!,33.741762,-84.528227
Pothole Alert,"Avoid Elm during rush hour, construction is causing major delays.",33.79732,-84.533453
Pothole Alert,The annual street fair at North is this Saturday. Great food and local crafts!,33.859042,-84.293356
Pothole Alert,"Avoid Elm during rush hour, construction is causing major delays.",33.723508,-84.53499
Public Transport Notice,"Avoid 5th during rush hour, construction is causing major delays.",33.862052,-84.51388
Infrastructure Work,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.771899,-84.328401
Public Transport Notice,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.822642,-84.439545
Street Fair,Excited about the new renovations at Broadway. It's going to be great for the community!,33.814877,-84.526367
Public Transport Notice,Community meeting at Maple this Thursday to discuss the new North development.,33.665069,-84.46834
Local Event,Community meeting at Broadway this Thursday to discuss the new Maple development.,33.661378,-84.38474
Street Fair,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.811292,-84.481752
Traffic Update,"Avoid River during rush hour, construction is causing major delays.",33.657862,-84.299153
Street Fair,The annual street fair at North is this Saturday. Great food and local crafts!,33.836443,-84.538518
Pothole Alert,Public transport update: Highland line will have altered schedules this week.,33.876506,-84.463136
Infrastructure Work,Heard about a new Maple opening on Broadway. Definitely worth checking out!,33.840782,-84.327556
Park Renovation,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.879782,-84.476115
Street Fair,Watch out for a giant pothole on Maple Street. Be careful driving!,33.717582,-84.450911
New Restaurant Opening,Community meeting at 5th this Thursday to discuss the new Maple development.,33.857554,-84.408361
Public Transport Notice,Public transport update: Highland line will have altered schedules this week.,33.797954,-84.307269
Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.852597,-84.540178
New Restaurant Opening,Public transport update: River line will have altered schedules this week.,33.754418,-84.47997
Street Fair,Watch out for a giant pothole on 5th Street. Be careful driving!,33.799752,-84.449227
Community Meeting,Community meeting at River this Thursday to discuss the new Maple development.,33.711651,-84.331325
Pothole Alert,Watch out for a giant pothole on River Street. Be careful driving!,33.740828,-84.432884
Street Fair,Don't miss the North happening this weekend at Broadway. Always a good time!,33.851975,-84.321208
Pothole Alert,Excited about the new renovations at Elm. It's going to be great for the community!,33.870229,-84.430198
Street Fair,Excited about the new renovations at Highland. It's going to be great for the community!,33.853621,-84.518618
Street Fair,Don't miss the Main happening this weekend at Highland. Always a good time!,33.799349,-84.319998
Infrastructure Work,Heard about a new Peachtree opening on Elm. Definitely worth checking out!,33.674013,-84.402169
Local Event,Community meeting at Maple this Thursday to discuss the new North development.,33.812964,-84.34001
Park Renovation,Excited about the new renovations at Elm. It's going to be great for the community!,33.747623,-84.483141
Infrastructure Work,Excited about the new renovations at 5th. It's going to be great for the community!,33.737228,-84.338313
Infrastructure Work,"Avoid Peachtree during rush hour, construction is causing major delays.",33.850826,-84.397146
Infrastructure Work,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.844154,-84.385607
Public Transport Notice,Community meeting at Maple this Thursday to discuss the new North development.,33.756105,-84.526418
Pothole Alert,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.846581,-84.313115
Public Transport Notice,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.875687,-84.538613
Park Renovation,The annual street fair at River is this Saturday. Great food and local crafts!,33.823831,-84.461436
New Restaurant Opening,Community meeting at North this Thursday to discuss the new North development.,33.884154,-84.301568
Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.814363,-84.425398
Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.721154,-84.47792
Public Transport Notice,The annual street fair at North is this Saturday. Great food and local crafts!,33.88261,-84.393984
Infrastructure Work,Watch out for a giant pothole on Maple Street. Be careful driving!,33.882008,-84.436598
Pothole Alert,Watch out for a giant pothole on River Street. Be careful driving!,33.709969,-84.539544
Park Renovation,"Avoid North during rush hour, construction is causing major delays.",33.683866,-84.451723
Street Fair,Excited about the new renovations at Maple. It's going to be great for the community!,33.872862,-84.37103
Infrastructure Work,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.851826,-84.409708
Public Transport Notice,"Avoid North during rush hour, construction is causing major delays.",33.662103,-84.436087
Public Transport Notice,Public transport update: North line will have altered schedules this week.,33.877435,-84.455542
Park Renovation,"Avoid Peachtree during rush hour, construction is causing major delays.",33.659529,-84.46732
Park Renovation,Watch out for a giant pothole on Main Street. Be careful driving!,33.73941,-84.31072
Local Event,Excited about the new renovations at Broadway. It's going to be great for the community!,33.653924,-84.424676
Community Meeting,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.834598,-84.316941
Local Event,Public transport update: Elm line will have altered schedules this week.,33.704724,-84.388827
New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new Peachtree development.,33.796201,-84.403959
Traffic Update,"Avoid Elm during rush hour, construction is causing major delays.",33.71021,-84.388268
Pothole Alert,Excited about the new renovations at North. It's going to be great for the community!,33.843769,-84.355611
Community Meeting,The annual street fair at River is this Saturday. Great food and local crafts!,33.781499,-84.512111
Local Event,Heard about a new Maple opening on 5th. Definitely worth checking out!,33.875927,-84.527881
New Restaurant Opening,"Avoid Highland during rush hour, construction is causing major delays.",33.73639,-84.461816
Infrastructure Work,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.740489,-84.448526
Public Transport Notice,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.867566,-84.418778
Park Renovation,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.803474,-84.349446
Infrastructure Work,Public transport update: Main line will have altered schedules this week.,33.755016,-84.480197
Infrastructure Work,Public transport update: Highland line will have altered schedules this week.,33.793333,-84.429332
Park Renovation,Don't miss the Elm happening this weekend at Main. Always a good time!,33.723138,-84.501793
Park Renovation,Community meeting at Peachtree this Thursday to discuss the new River development.,33.885469,-84.313187
Public Transport Notice,Excited about the new renovations at Broadway. It's going to be great for the community!,33.758524,-84.350876
Infrastructure Work,Excited about the new renovations at Broadway. It's going to be great for the community!,33.882617,-84.30891
Public Transport Notice,Watch out for a giant pothole on North Street. Be careful driving!,33.843393,-84.513475
Public Transport Notice,Public transport update: Peachtree line will have altered schedules this week.,33.661196,-84.474925
New Restaurant Opening,Excited about the new renovations at River. It's going to be great for the community!,33.797577,-84.327605
Infrastructure Work,Public transport update: Peachtree line will have altered schedules this week.,33.817111,-84.411481
Community Meeting,Heard about a new Maple opening on 5th. Definitely worth checking out!,33.820584,-84.348774
Infrastructure Work,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.740395,-84.394243
Park Renovation,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.737666,-84.33834
Infrastructure Work,The annual street fair at North is this Saturday. Great food and local crafts!,33.698226,-84.484962
Local Event,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.731975,-84.381811
Park Renovation,Watch out for a giant pothole on Main Street. Be careful driving!,33.862659,-84.406513
Local Event,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.710433,-84.452673
Infrastructure Work,Public transport update: Main line will have altered schedules this week.,33.659125,-84.346906
Traffic Update,Excited about the new renovations at Elm. It's going to be great for the community!,33.812461,-84.548335
Traffic Update,Don't miss the Elm happening this weekend at Main. Always a good time!,33.674778,-84.302409
Street Fair,Heard about a new North opening on Maple. Definitely worth checking out!,33.815475,-84.436508
Street Fair,"Avoid North during rush hour, construction is causing major delays.",33.731493,-84.394803
Infrastructure Work,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.745438,-84.323108
New Restaurant Opening,Heard about a new Peachtree opening on Broadway. Definitely worth checking out!,33.75614,-84.496148
Infrastructure Work,Community meeting at Main this Thursday to discuss the new Broadway development.,33.877367,-84.30124
Traffic Update,Don't miss the Peachtree happening this weekend at Peachtree. Always a good time!,33.832458,-84.530633
Street Fair,The annual street fair at Main is this Saturday. Great food and local crafts!,33.705255,-84.505874
Local Event,Public transport update: Highland line will have altered schedules this week.,33.698099,-84.386286
Park Renovation,"Avoid River during rush hour, construction is causing major delays.",33.689448,-84.44185
Public Transport Notice,Don't miss the Main happening this weekend at Maple. Always a good time!,33.80789,-84.485889
Public Transport Notice,Public transport update: Elm line will have altered schedules this week.,33.684566,-84.311485
Infrastructure Work,Don't miss the Main happening this weekend at Peachtree. Always a good time!,33.778631,-84.488688
Public Transport Notice,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.72464,-84.447089
Infrastructure Work,Excited about the new renovations at Maple. It's going to be great for the community!,33.672015,-84.382455
New Restaurant Opening,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.717202,-84.485711
Traffic Update,Community meeting at 5th this Thursday to discuss the new Highland development.,33.674796,-84.463652
Community Meeting,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.692311,-84.376647
Community Meeting,Don't miss the North happening this weekend at Highland. Always a good time!,33.730468,-84.549336
Street Fair,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.725593,-84.481211
Infrastructure Work,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.75228,-84.45755
New Restaurant Opening,"Avoid North during rush hour, construction is causing major delays.",33.794805,-84.442137
Community Meeting,"Avoid Main during rush hour, construction is causing major delays.",33.679835,-84.438812
Community Meeting,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.862858,-84.481679
Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.84219,-84.404781
Local Event,Watch out for a giant pothole on 5th Street. Be careful driving!,33.749282,-84.453158
Pothole Alert,"Avoid North during rush hour, construction is causing major delays.",33.751189,-84.395283
Traffic Update,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.694289,-84.382549
Community Meeting,The annual street fair at River is this Saturday. Great food and local crafts!,33.677014,-84.305373
Park Renovation,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.784578,-84.40141
New Restaurant Opening,Heard about a new North opening on Maple. Definitely worth checking out!,33.808027,-84.356104
Community Meeting,Don't miss the River happening this weekend at Elm. Always a good time!,33.838668,-84.525269
Community Meeting,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.794852,-84.315103
Street Fair,"Avoid Elm during rush hour, construction is causing major delays.",33.657002,-84.347328
New Restaurant Opening,Don't miss the Main happening this weekend at Elm. Always a good time!,33.846817,-84.506375
Street Fair,Community meeting at Elm this Thursday to discuss the new North development.,33.746512,-84.335513
Local Event,Community meeting at Peachtree this Thursday to discuss the new Broadway development.,33.766177,-84.546653
Park Renovation,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.820838,-84.373015
New Restaurant Opening,Public transport update: Elm line will have altered schedules this week.,33.721182,-84.315687
Infrastructure Work,Community meeting at River this Thursday to discuss the new Peachtree development.,33.787952,-84.331059
Infrastructure Work,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.775416,-84.409801
Public Transport Notice,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.784087,-84.525623
Park Renovation,Watch out for a giant pothole on River Street. Be careful driving!,33.794498,-84.481165
Local Event,"Heads up, River is undergoing some major infrastructure work for the next month.",33.710576,-84.292341
Community Meeting,Community meeting at Main this Thursday to discuss the new Elm development.,33.858491,-84.355225
Local Event,Watch out for a giant pothole on Maple Street. Be careful driving!,33.869553,-84.390604
Local Event,Excited about the new renovations at Broadway. It's going to be great for the community!,33.677319,-84.293156
New Restaurant Opening,Public transport update: 5th line will have altered schedules this week.,33.72489,-84.302493
New Restaurant Opening,Don't miss the Broadway happening this weekend at Elm. Always a good time!,33.810256,-84.460739
Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.71676,-84.477741
New Restaurant Opening,Heard about a new Highland opening on Highland. Definitely worth checking out!,33.656817,-84.52283
New Restaurant Opening,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.884208,-84.348591
Infrastructure Work,"Avoid North during rush hour, construction is causing major delays.",33.84013,-84.338432
Park Renovation,Community meeting at Main this Thursday to discuss the new Elm development.,33.818166,-84.459066
Pothole Alert,Excited about the new renovations at Maple. It's going to be great for the community!,33.770339,-84.291321
Local Event,Excited about the new renovations at Highland. It's going to be great for the community!,33.74706,-84.477822
Traffic Update,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.879675,-84.307482
Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.793467,-84.382833
Pothole Alert,Watch out for a giant pothole on Highland Street. Be careful driving!,33.818132,-84.483707
Public Transport Notice,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.649329,-84.306617
Community Meeting,Don't miss the Highland happening this weekend at River. Always a good time!,33.806891,-84.402145
Street Fair,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.746797,-84.375208
Street Fair,Excited about the new renovations at North. It's going to be great for the community!,33.781616,-84.462758
Street Fair,Excited about the new renovations at River. It's going to be great for the community!,33.803696,-84.329966
Community Meeting,Public transport update: 5th line will have altered schedules this week.,33.764372,-84.416788
New Restaurant Opening,Public transport update: Maple line will have altered schedules this week.,33.65637,-84.448168
Pothole Alert,"Avoid River during rush hour, construction is causing major delays.",33.663921,-84.401321
Public Transport Notice,"Avoid Broadway during rush hour, construction is causing major delays.",33.719358,-84.506328
New Restaurant Opening,"Avoid Peachtree during rush hour, construction is causing major delays.",33.687974,-84.52584
Pothole Alert,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.849632,-84.453426
Traffic Update,Excited about the new renovations at Broadway. It's going to be great for the community!,33.739507,-84.406547
Street Fair,Don't miss the 5th happening this weekend at Broadway. Always a good time!,33.749431,-84.451715
Park Renovation,Heard about a new Highland opening on Broadway. Definitely worth checking out!,33.807729,-84.490818
Local Event,"Avoid Broadway during rush hour, construction is causing major delays.",33.804403,-84.477986
Infrastructure Work,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.653901,-84.544935
Street Fair,"Avoid Main during rush hour, construction is causing major delays.",33.678127,-84.318382
Community Meeting,Excited about the new renovations at Highland. It's going to be great for the community!,33.771313,-84.319825
Park Renovation,Excited about the new renovations at 5th. It's going to be great for the community!,33.696527,-84.394975
Local Event,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.712696,-84.508958
Infrastructure Work,Watch out for a giant pothole on River Street. Be careful driving!,33.749882,-84.305563
Community Meeting,Heard about a new River opening on 5th. Definitely worth checking out!,33.663054,-84.364881
Pothole Alert,Excited about the new renovations at Elm. It's going to be great for the community!,33.853592,-84.386064
Street Fair,Public transport update: 5th line will have altered schedules this week.,33.749808,-84.3591
Street Fair,"Heads up, River is undergoing some major infrastructure work for the next month.",33.69649,-84.47207
Traffic Update,Public transport update: North line will have altered schedules this week.,33.712069,-84.516446
Street Fair,Watch out for a giant pothole on Elm Street. Be careful driving!,33.750003,-84.443028
Traffic Update,Community meeting at River this Thursday to discuss the new 5th development.,33.674379,-84.302139
New Restaurant Opening,Heard about a new River opening on North. Definitely worth checking out!,33.778635,-84.420671
Infrastructure Work,Community meeting at River this Thursday to discuss the new Highland development.,33.660087,-84.424233
Community Meeting,Excited about the new renovations at Maple. It's going to be great for the community!,33.830547,-84.540272
Pothole Alert,Excited about the new renovations at North. It's going to be great for the community!,33.825199,-84.422998
Community Meeting,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.871638,-84.463355
Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.789745,-84.416385
Local Event,Heard about a new 5th opening on Maple. Definitely worth checking out!,33.687512,-84.422164
Infrastructure Work,Don't miss the 5th happening this weekend at River. Always a good time!,33.825492,-84.347645
Local Event,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.847372,-84.391441
Traffic Update,Community meeting at Highland this Thursday to discuss the new Highland development.,33.703513,-84.51027
Public Transport Notice,Public transport update: North line will have altered schedules this week.,33.731371,-84.486445
Traffic Update,Don't miss the Maple happening this weekend at Broadway. Always a good time!,33.866173,-84.30423
Public Transport Notice,Community meeting at Highland this Thursday to discuss the new Peachtree development.,33.796826,-84.305215
Pothole Alert,The annual street fair at North is this Saturday. Great food and local crafts!,33.821673,-84.355144
Community Meeting,Excited about the new renovations at River. It's going to be great for the community!,33.877518,-84.42367
Street Fair,The annual street fair at Main is this Saturday. Great food and local crafts!,33.850975,-84.415152
New Restaurant Opening,Public transport update: Elm line will have altered schedules this week.,33.679038,-84.517838
Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.670202,-84.482541
Street Fair,Don't miss the Peachtree happening this weekend at Main. Always a good time!,33.676913,-84.387615
Infrastructure Work,Don't miss the Maple happening this weekend at 5th. Always a good time!,33.8458,-84.419393
Local Event,Excited about the new renovations at River. It's going to be great for the community!,33.775188,-84.496387
Pothole Alert,"Avoid Maple during rush hour, construction is causing major delays.",33.769732,-84.359646
Park Renovation,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.871391,-84.527111
Street Fair,Public transport update: River line will have altered schedules this week.,33.74911,-84.30452
Pothole Alert,Heard about a new North opening on Main. Definitely worth checking out!,33.77667,-84.493138
Infrastructure Work,Community meeting at River this Thursday to discuss the new Maple development.,33.856435,-84.494463
Community Meeting,Don't miss the Peachtree happening this weekend at 5th. Always a good time!,33.838033,-84.358082
Pothole Alert,Public transport update: Elm line will have altered schedules this week.,33.833557,-84.391685
Infrastructure Work,"Avoid River during rush hour, construction is causing major delays.",33.81577,-84.43876
Traffic Update,Public transport update: River line will have altered schedules this week.,33.813958,-84.519773
Park Renovation,Don't miss the Main happening this weekend at Highland. Always a good time!,33.875375,-84.378972
New Restaurant Opening,"Avoid Maple during rush hour, construction is causing major delays.",33.698316,-84.505943
Infrastructure Work,"Heads up, River is undergoing some major infrastructure work for the next month.",33.859231,-84.314278
Street Fair,"Heads up, North is undergoing some major infrastructure work for the next month.",33.851031,-84.311139
New Restaurant Opening,Watch out for a giant pothole on North Street. Be careful driving!,33.81206,-84.360476
Pothole Alert,Excited about the new renovations at Maple. It's going to be great for the community!,33.655841,-84.440147
Public Transport Notice,Heard about a new Broadway opening on 5th. Definitely worth checking out!,33.698909,-84.46544
Local Event,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.787957,-84.380669
New Restaurant Opening,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.648278,-84.341021
Pothole Alert,Watch out for a giant pothole on Main Street. Be careful driving!,33.868466,-84.308478
Community Meeting,"Avoid Peachtree during rush hour, construction is causing major delays.",33.763402,-84.332361
Community Meeting,"Avoid North during rush hour, construction is causing major delays.",33.75419,-84.379613
Street Fair,"Heads up, North is undergoing some major infrastructure work for the next month.",33.698533,-84.472915
Pothole Alert,Public transport update: Highland line will have altered schedules this week.,33.677153,-84.550177
Infrastructure Work,Watch out for a giant pothole on River Street. Be careful driving!,33.686039,-84.395318
Traffic Update,Heard about a new Broadway opening on North. Definitely worth checking out!,33.8216,-84.45968
Street Fair,Excited about the new renovations at Elm. It's going to be great for the community!,33.815427,-84.35895
Street Fair,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.815438,-84.33086
Infrastructure Work,The annual street fair at Main is this Saturday. Great food and local crafts!,33.655462,-84.409055
Park Renovation,Public transport update: North line will have altered schedules this week.,33.805407,-84.391077
Street Fair,Excited about the new renovations at 5th. It's going to be great for the community!,33.732396,-84.314538
Traffic Update,Excited about the new renovations at 5th. It's going to be great for the community!,33.867333,-84.413804
Pothole Alert,Community meeting at Main this Thursday to discuss the new North development.,33.772999,-84.431843
Infrastructure Work,Don't miss the Main happening this weekend at Broadway. Always a good time!,33.838494,-84.30038
Traffic Update,The annual street fair at River is this Saturday. Great food and local crafts!,33.777592,-84.489734
Local Event,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.693775,-84.372111
Pothole Alert,Public transport update: River line will have altered schedules this week.,33.660355,-84.372732
Infrastructure Work,Don't miss the Highland happening this weekend at Main. Always a good time!,33.708913,-84.366327
Public Transport Notice,Don't miss the River happening this weekend at North. Always a good time!,33.708193,-84.425582
Public Transport Notice,Heard about a new 5th opening on Broadway. Definitely worth checking out!,33.850579,-84.333205
Pothole Alert,"Heads up, North is undergoing some major infrastructure work for the next month.",33.803587,-84.317058
Local Event,Don't miss the River happening this weekend at Elm. Always a good time!,33.652661,-84.368326
Traffic Update,Heard about a new Peachtree opening on Maple. Definitely worth checking out!,33.844615,-84.532763
Public Transport Notice,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.773295,-84.409679
Public Transport Notice,Don't miss the Main happening this weekend at River. Always a good time!,33.76855,-84.354308
Public Transport Notice,Heard about a new Peachtree opening on Elm. Definitely worth checking out!,33.8538,-84.299772
Community Meeting,Public transport update: Peachtree line will have altered schedules this week.,33.726849,-84.425272
Park Renovation,Watch out for a giant pothole on River Street. Be careful driving!,33.797026,-84.403293
Traffic Update,Don't miss the Highland happening this weekend at Broadway. Always a good time!,33.840252,-84.422402
Park Renovation,The annual street fair at North is this Saturday. Great food and local crafts!,33.834323,-84.503177
Park Renovation,Heard about a new Broadway opening on Highland. Definitely worth checking out!,33.687411,-84.30159
Park Renovation,Don't miss the Peachtree happening this weekend at Highland. Always a good time!,33.73491,-84.462994
Community Meeting,Excited about the new renovations at North. It's going to be great for the community!,33.735128,-84.439504
Traffic Update,Community meeting at Elm this Thursday to discuss the new River development.,33.664938,-84.526698
Park Renovation,Excited about the new renovations at Maple. It's going to be great for the community!,33.742578,-84.379685
Street Fair,Watch out for a giant pothole on North Street. Be careful driving!,33.79354,-84.390413
Pothole Alert,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.758516,-84.312438
Park Renovation,Excited about the new renovations at Main. It's going to be great for the community!,33.778068,-84.525461
Community Meeting,The annual street fair at River is this Saturday. Great food and local crafts!,33.684879,-84.339174
Local Event,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.877878,-84.427351
Pothole Alert,Excited about the new renovations at River. It's going to be great for the community!,33.771587,-84.371824
Street Fair,Public transport update: Main line will have altered schedules this week.,33.758345,-84.421647
Public Transport Notice,Excited about the new renovations at Main. It's going to be great for the community!,33.703633,-84.445648
Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.677954,-84.429029
