subject,post,latitude,longitude,sentiment,score,area
Traffic Update,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.657237,-84.377836,Neutral,0.999969482,Other Areas
Traffic Update,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.808055,-84.332403,Neutral,0.9998438358306884,Other Areas
Pothole Alert,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.68288,-84.327325,Neutral,0.9998923540115356,Other Areas
Park Renovation,Heard about a new 5th opening on Highland. Definitely worth checking out!,33.776615,-84.361491,Neutral,0.9997846484184264,Other Areas
Community Meeting,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.76816,-84.540863,Neutral,0.9998862743377686,Other Areas
Infrastructure Work,"Avoid Elm during rush hour, construction is causing major delays.",33.742077,-84.504222,Negative,0.9986013770103456,Other Areas
Street Fair,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.711637,-84.500238,Neutral,0.9998717308044434,Other Areas
New Restaurant Opening,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.779907,-84.44271,Neutral,0.9999618530273438,Other Areas
New Restaurant Opening,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.683571,-84.389585,Neutral,0.9999616146087646,Other Areas
Pothole Alert,Watch out for a giant pothole on North Street. Be careful driving!,33.792076,-84.395844,Neutral,0.9953041076660156,Other Areas
Street Fair,Watch out for a giant pothole on Elm Street. Be careful driving!,33.734439,-84.419346,Neutral,0.9965171813964844,Other Areas
Public Transport Notice,Heard about a new Maple opening on Maple. Definitely worth checking out!,33.837556,-84.373431,Neutral,0.9996259212493896,Other Areas
Traffic Update,Heard about a new 5th opening on Main. Definitely worth checking out!,33.663174,-84.34462,Neutral,0.9997627139091492,Other Areas
Infrastructure Work,Excited about the new renovations at Main. It's going to be great for the community!,33.674613,-84.405914,Positive,0.9999997615814208,Other Areas
Local Event,"Avoid Main during rush hour, construction is causing major delays.",33.665647,-84.440962,Negative,0.9989157915115356,Other Areas
Park Renovation,Don't miss the Main happening this weekend at Maple. Always a good time!,33.684444,-84.326498,Positive,0.978538454,Other Areas
Traffic Update,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.652862,-84.456976,Neutral,0.9998438358306884,Other Areas
Local Event,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.869625,-84.448742,Neutral,0.9999618530273438,Other Areas
Traffic Update,Don't miss the Peachtree happening this weekend at North. Always a good time!,33.787721,-84.470301,Positive,0.9503361582756042,Other Areas
Park Renovation,Excited about the new renovations at North. It's going to be great for the community!,33.854091,-84.467518,Positive,0.9999997615814208,Other Areas
Pothole Alert,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.779908,-84.342004,Neutral,0.9998862743377686,Other Areas
Local Event,Heard about a new Highland opening on River. Definitely worth checking out!,33.863617,-84.445427,Neutral,0.999221683,Other Areas
Public Transport Notice,Excited about the new renovations at North. It's going to be great for the community!,33.88531,-84.40311,Positive,0.9999997615814208,Other Areas
Park Renovation,Heard about a new Main opening on North. Definitely worth checking out!,33.692886,-84.343052,Neutral,0.9996283054351808,Other Areas
Street Fair,Public transport update: 5th line will have altered schedules this week.,33.739899,-84.426231,Neutral,0.9999994039535522,Other Areas
Public Transport Notice,Heard about a new Peachtree opening on River. Definitely worth checking out!,33.806081,-84.493894,Neutral,0.9994176626205444,Other Areas
Public Transport Notice,Community meeting at Elm this Thursday to discuss the new 5th development.,33.88237,-84.443147,Neutral,0.9999995231628418,Other Areas
Local Event,Watch out for a giant pothole on Elm Street. Be careful driving!,33.693402,-84.337309,Neutral,0.9965171813964844,Other Areas
New Restaurant Opening,Watch out for a giant pothole on River Street. Be careful driving!,33.868244,-84.364232,Neutral,0.9974990487098694,Other Areas
Community Meeting,Watch out for a giant pothole on River Street. Be careful driving!,33.683976,-84.484914,Neutral,0.9974990487098694,Other Areas
Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.701818,-84.315121,Positive,0.9999997615814208,Other Areas
Pothole Alert,The annual street fair at Main is this Saturday. Great food and local crafts!,33.824065,-84.433693,Neutral,0.9998722076416016,Other Areas
Traffic Update,"Avoid Broadway during rush hour, construction is causing major delays.",33.75555,-84.410244,Negative,0.9960518479347228,Other Areas
Traffic Update,Community meeting at 5th this Thursday to discuss the new North development.,33.783082,-84.406619,Neutral,0.9999996423721312,Other Areas
Traffic Update,Heard about a new Main opening on Peachtree. Definitely worth checking out!,33.820656,-84.355454,Neutral,0.999873161,Other Areas
Community Meeting,Don't miss the Highland happening this weekend at 5th. Always a good time!,33.682109,-84.337442,Positive,0.9765015244483948,Other Areas
Infrastructure Work,Heard about a new River opening on Highland. Definitely worth checking out!,33.651196,-84.392732,Neutral,0.999430239,Other Areas
Traffic Update,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.812848,-84.449481,Neutral,0.999975562,Other Areas
Infrastructure Work,Public transport update: 5th line will have altered schedules this week.,33.662204,-84.472061,Neutral,0.9999994039535522,Other Areas
Street Fair,Don't miss the Peachtree happening this weekend at Peachtree. Always a good time!,33.687424,-84.388838,Positive,0.849380374,Other Areas
Park Renovation,Community meeting at River this Thursday to discuss the new 5th development.,33.785892,-84.354908,Neutral,0.9999994039535522,Other Areas
Pothole Alert,Community meeting at River this Thursday to discuss the new Highland development.,33.668929,-84.362579,Neutral,0.9999992847442628,Other Areas
New Restaurant Opening,Public transport update: Broadway line will have altered schedules this week.,33.759201,-84.465252,Neutral,0.9999985694885254,Other Areas
New Restaurant Opening,"Avoid Maple during rush hour, construction is causing major delays.",33.811596,-84.455893,Negative,0.9985874891281128,Other Areas
Street Fair,Watch out for a giant pothole on Maple Street. Be careful driving!,33.797364,-84.309125,Neutral,0.9965986609458924,Other Areas
Infrastructure Work,"Avoid 5th during rush hour, construction is causing major delays.",33.803948,-84.489948,Negative,0.9998218417167664,Other Areas
Traffic Update,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.83987,-84.464309,Neutral,0.9937437176704408,Other Areas
Public Transport Notice,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.760754,-84.358282,Neutral,0.997808278,Other Areas
Local Event,Excited about the new renovations at River. It's going to be great for the community!,33.752711,-84.460544,Positive,0.9999996423721312,Other Areas
Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.858896,-84.381313,Neutral,0.9999618530273438,Other Areas
Traffic Update,Watch out for a giant pothole on Maple Street. Be careful driving!,33.690158,-84.433683,Neutral,0.9965986609458924,Other Areas
Park Renovation,"Avoid Broadway during rush hour, construction is causing major delays.",33.806722,-84.513801,Negative,0.9960518479347228,Other Areas
Public Transport Notice,Public transport update: River line will have altered schedules this week.,33.684063,-84.367021,Neutral,0.999998927,Other Areas
Public Transport Notice,Don't miss the Main happening this weekend at Peachtree. Always a good time!,33.69864,-84.467432,Positive,0.9151755571365356,Other Areas
Local Event,Community meeting at River this Thursday to discuss the new River development.,33.700381,-84.426112,Neutral,0.9999990463256836,Other Areas
Street Fair,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.780825,-84.399015,Neutral,0.999969482,Georgia Tech
Traffic Update,Watch out for a giant pothole on North Street. Be careful driving!,33.785954,-84.361821,Neutral,0.9953041076660156,Other Areas
Local Event,Watch out for a giant pothole on Highland Street. Be careful driving!,33.838829,-84.33482,Neutral,0.9961722493171692,Other Areas
Community Meeting,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.87303,-84.389021,Neutral,0.999975324,Other Areas
Street Fair,"Heads up, River is undergoing some major infrastructure work for the next month.",33.743882,-84.326122,Neutral,0.9999222755432128,Other Areas
Street Fair,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.678845,-84.370704,Neutral,0.999969482,Other Areas
Public Transport Notice,"Avoid 5th during rush hour, construction is causing major delays.",33.758697,-84.53823,Negative,0.9998218417167664,Other Areas
New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new Peachtree development.,33.874908,-84.38229,Neutral,0.9999992847442628,Other Areas
Public Transport Notice,"Avoid Broadway during rush hour, construction is causing major delays.",33.821947,-84.326907,Negative,0.9960518479347228,Other Areas
Traffic Update,Don't miss the Maple happening this weekend at Peachtree. Always a good time!,33.720842,-84.386277,Positive,0.8527212142944336,Other Areas
Public Transport Notice,Excited about the new renovations at Elm. It's going to be great for the community!,33.763697,-84.426252,Positive,0.9999996423721312,Other Areas
New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new Maple development.,33.689603,-84.373391,Neutral,0.999998927,Other Areas
Public Transport Notice,Excited about the new renovations at Highland. It's going to be great for the community!,33.741762,-84.528227,Positive,0.9999997615814208,Other Areas
Pothole Alert,"Avoid Elm during rush hour, construction is causing major delays.",33.79732,-84.533453,Negative,0.9986013770103456,Other Areas
Infrastructure Work,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.771899,-84.328401,Neutral,0.999524474,Other Areas
Public Transport Notice,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.822642,-84.439545,Neutral,0.999969482,Other Areas
Street Fair,Excited about the new renovations at Broadway. It's going to be great for the community!,33.814877,-84.526367,Positive,0.9999996423721312,Other Areas
Public Transport Notice,Community meeting at Maple this Thursday to discuss the new North development.,33.665069,-84.46834,Neutral,0.9999991655349731,Other Areas
Local Event,Community meeting at Broadway this Thursday to discuss the new Maple development.,33.661378,-84.38474,Neutral,0.9999986886978148,Other Areas
Street Fair,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.811292,-84.481752,Neutral,0.9999657869338988,Other Areas
Pothole Alert,Public transport update: Highland line will have altered schedules this week.,33.876506,-84.463136,Neutral,0.9999979734420776,Other Areas
Infrastructure Work,Heard about a new Maple opening on Broadway. Definitely worth checking out!,33.840782,-84.327556,Neutral,0.999620795,Other Areas
Street Fair,Watch out for a giant pothole on Maple Street. Be careful driving!,33.717582,-84.450911,Neutral,0.9965986609458924,Other Areas
New Restaurant Opening,Community meeting at 5th this Thursday to discuss the new Maple development.,33.857554,-84.408361,Neutral,0.9999992847442628,Other Areas
Public Transport Notice,Public transport update: Highland line will have altered schedules this week.,33.797954,-84.307269,Neutral,0.9999979734420776,Other Areas
New Restaurant Opening,Public transport update: River line will have altered schedules this week.,33.754418,-84.47997,Neutral,0.999998927,Other Areas
Street Fair,Watch out for a giant pothole on 5th Street. Be careful driving!,33.799752,-84.449227,Neutral,0.996526539,Other Areas
Community Meeting,Community meeting at River this Thursday to discuss the new Maple development.,33.711651,-84.331325,Neutral,0.999998927,Other Areas
Pothole Alert,Watch out for a giant pothole on River Street. Be careful driving!,33.740828,-84.432884,Neutral,0.9974990487098694,Other Areas
Pothole Alert,Excited about the new renovations at Elm. It's going to be great for the community!,33.870229,-84.430198,Positive,0.9999996423721312,Other Areas
Street Fair,Don't miss the Main happening this weekend at Highland. Always a good time!,33.799349,-84.319998,Positive,0.9674752354621888,Emory
Infrastructure Work,Heard about a new Peachtree opening on Elm. Definitely worth checking out!,33.674013,-84.402169,Neutral,0.9997218251228333,Other Areas
Local Event,Community meeting at Maple this Thursday to discuss the new North development.,33.812964,-84.34001,Neutral,0.9999991655349731,Other Areas
Park Renovation,Excited about the new renovations at Elm. It's going to be great for the community!,33.747623,-84.483141,Positive,0.9999996423721312,Other Areas
Infrastructure Work,Excited about the new renovations at 5th. It's going to be great for the community!,33.737228,-84.338313,Positive,0.9999995231628418,Other Areas
Infrastructure Work,"Avoid Peachtree during rush hour, construction is causing major delays.",33.850826,-84.397146,Negative,0.9967148303985596,Other Areas
Infrastructure Work,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.844154,-84.385607,Neutral,0.9999657869338988,Other Areas
Public Transport Notice,Community meeting at Maple this Thursday to discuss the new North development.,33.756105,-84.526418,Neutral,0.9999991655349731,Other Areas
Park Renovation,The annual street fair at River is this Saturday. Great food and local crafts!,33.823831,-84.461436,Neutral,0.9999666213989258,Other Areas
Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.814363,-84.425398,Positive,0.9999996423721312,Other Areas
Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.721154,-84.47792,Positive,0.9999997615814208,Other Areas
Public Transport Notice,The annual street fair at North is this Saturday. Great food and local crafts!,33.88261,-84.393984,Neutral,0.9997422099113464,Other Areas
Infrastructure Work,Watch out for a giant pothole on Maple Street. Be careful driving!,33.882008,-84.436598,Neutral,0.9965986609458924,Other Areas
Park Renovation,"Avoid North during rush hour, construction is causing major delays.",33.683866,-84.451723,Negative,0.9987327456474304,Other Areas
Street Fair,Excited about the new renovations at Maple. It's going to be great for the community!,33.872862,-84.37103,Positive,0.9999997615814208,Other Areas
Infrastructure Work,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.851826,-84.409708,Neutral,0.9996829032897948,Other Areas
Public Transport Notice,"Avoid North during rush hour, construction is causing major delays.",33.662103,-84.436087,Negative,0.9987327456474304,Other Areas
Public Transport Notice,Public transport update: North line will have altered schedules this week.,33.877435,-84.455542,Neutral,0.9999982118606568,Other Areas
Park Renovation,"Avoid Peachtree during rush hour, construction is causing major delays.",33.659529,-84.46732,Negative,0.9967148303985596,Other Areas
Park Renovation,Watch out for a giant pothole on Main Street. Be careful driving!,33.73941,-84.31072,Neutral,0.9950763583183287,Other Areas
Local Event,Excited about the new renovations at Broadway. It's going to be great for the community!,33.653924,-84.424676,Positive,0.9999996423721312,Other Areas
Community Meeting,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.834598,-84.316941,Neutral,0.997808278,Other Areas
Local Event,Public transport update: Elm line will have altered schedules this week.,33.704724,-84.388827,Neutral,0.9999988079071044,Other Areas
New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new Peachtree development.,33.796201,-84.403959,Neutral,0.9999992847442628,Other Areas
Traffic Update,"Avoid Elm during rush hour, construction is causing major delays.",33.71021,-84.388268,Negative,0.9986013770103456,Other Areas
Pothole Alert,Excited about the new renovations at North. It's going to be great for the community!,33.843769,-84.355611,Positive,0.9999997615814208,Other Areas
Community Meeting,The annual street fair at River is this Saturday. Great food and local crafts!,33.781499,-84.512111,Neutral,0.9999666213989258,Other Areas
New Restaurant Opening,"Avoid Highland during rush hour, construction is causing major delays.",33.73639,-84.461816,Negative,0.9993498921394348,Other Areas
Infrastructure Work,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.740489,-84.448526,Positive,0.9999996423721312,Other Areas
Public Transport Notice,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.867566,-84.418778,Neutral,0.9999204874038696,Other Areas
Park Renovation,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.803474,-84.349446,Neutral,0.9996829032897948,Other Areas
Infrastructure Work,Public transport update: Main line will have altered schedules this week.,33.755016,-84.480197,Neutral,0.9999990463256836,Other Areas
Infrastructure Work,Public transport update: Highland line will have altered schedules this week.,33.793333,-84.429332,Neutral,0.9999979734420776,Other Areas
Park Renovation,Don't miss the Elm happening this weekend at Main. Always a good time!,33.723138,-84.501793,Positive,0.9756106734275818,Other Areas
Public Transport Notice,Excited about the new renovations at Broadway. It's going to be great for the community!,33.758524,-84.350876,Positive,0.9999996423721312,Other Areas
Public Transport Notice,Watch out for a giant pothole on North Street. Be careful driving!,33.843393,-84.513475,Neutral,0.9953041076660156,Other Areas
Public Transport Notice,Public transport update: Peachtree line will have altered schedules this week.,33.661196,-84.474925,Neutral,0.999998927,Other Areas
New Restaurant Opening,Excited about the new renovations at River. It's going to be great for the community!,33.797577,-84.327605,Positive,0.9999996423721312,Emory
Infrastructure Work,Public transport update: Peachtree line will have altered schedules this week.,33.817111,-84.411481,Neutral,0.999998927,Other Areas
Community Meeting,Heard about a new Maple opening on 5th. Definitely worth checking out!,33.820584,-84.348774,Neutral,0.9996544122695924,Other Areas
Infrastructure Work,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.740395,-84.394243,Neutral,0.9999204874038696,Other Areas
Park Renovation,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.737666,-84.33834,Neutral,0.997808278,Other Areas
Infrastructure Work,The annual street fair at North is this Saturday. Great food and local crafts!,33.698226,-84.484962,Neutral,0.9997422099113464,Other Areas
Local Event,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.731975,-84.381811,Neutral,0.9996829032897948,Other Areas
Park Renovation,Watch out for a giant pothole on Main Street. Be careful driving!,33.862659,-84.406513,Neutral,0.9950763583183287,Other Areas
Local Event,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.710433,-84.452673,Neutral,0.9999618530273438,Other Areas
Street Fair,Heard about a new North opening on Maple. Definitely worth checking out!,33.815475,-84.436508,Neutral,0.999262273,Other Areas
Street Fair,"Avoid North during rush hour, construction is causing major delays.",33.731493,-84.394803,Negative,0.9987327456474304,Other Areas
Infrastructure Work,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.745438,-84.323108,Neutral,0.9999204874038696,Other Areas
New Restaurant Opening,Heard about a new Peachtree opening on Broadway. Definitely worth checking out!,33.75614,-84.496148,Neutral,0.9997186064720154,Other Areas
Street Fair,The annual street fair at Main is this Saturday. Great food and local crafts!,33.705255,-84.505874,Neutral,0.9998722076416016,Other Areas
Local Event,Public transport update: Highland line will have altered schedules this week.,33.698099,-84.386286,Neutral,0.9999979734420776,Other Areas
Park Renovation,"Avoid River during rush hour, construction is causing major delays.",33.689448,-84.44185,Negative,0.9958399534225464,Other Areas
Public Transport Notice,Don't miss the Main happening this weekend at Maple. Always a good time!,33.80789,-84.485889,Positive,0.978538454,Other Areas
Infrastructure Work,Don't miss the Main happening this weekend at Peachtree. Always a good time!,33.778631,-84.488688,Positive,0.9151755571365356,Other Areas
Public Transport Notice,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.72464,-84.447089,Neutral,0.9999204874038696,Other Areas
Infrastructure Work,Excited about the new renovations at Maple. It's going to be great for the community!,33.672015,-84.382455,Positive,0.9999997615814208,Other Areas
New Restaurant Opening,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.717202,-84.485711,Neutral,0.9998923540115356,Other Areas
Traffic Update,Community meeting at 5th this Thursday to discuss the new Highland development.,33.674796,-84.463652,Neutral,0.9999994039535522,Other Areas
Community Meeting,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.692311,-84.376647,Neutral,0.9996829032897948,Other Areas
Street Fair,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.725593,-84.481211,Neutral,0.9998438358306884,Other Areas
Infrastructure Work,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.75228,-84.45755,Neutral,0.9996858835220336,Other Areas
New Restaurant Opening,"Avoid North during rush hour, construction is causing major delays.",33.794805,-84.442137,Negative,0.9987327456474304,Other Areas
Community Meeting,"Avoid Main during rush hour, construction is causing major delays.",33.679835,-84.438812,Negative,0.9989157915115356,East Point
Community Meeting,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.862858,-84.481679,Neutral,0.9997780919075012,Other Areas
Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.84219,-84.404781,Positive,0.9999996423721312,Buckhead
Local Event,Watch out for a giant pothole on 5th Street. Be careful driving!,33.749282,-84.453158,Neutral,0.996526539,Other Areas
Pothole Alert,"Avoid North during rush hour, construction is causing major delays.",33.751189,-84.395283,Negative,0.9987327456474304,Downtown Atlanta
Traffic Update,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.694289,-84.382549,Neutral,0.999975324,Other Areas
Park Renovation,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.784578,-84.40141,Positive,0.9999996423721312,Other Areas
New Restaurant Opening,Heard about a new North opening on Maple. Definitely worth checking out!,33.808027,-84.356104,Neutral,0.999262273,Other Areas
Community Meeting,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.794852,-84.315103,Neutral,0.9997780919075012,Emory
New Restaurant Opening,Don't miss the Main happening this weekend at Elm. Always a good time!,33.846817,-84.506375,Positive,0.9661949276924132,Other Areas
Street Fair,Community meeting at Elm this Thursday to discuss the new North development.,33.746512,-84.335513,Neutral,0.9999996423721312,Other Areas
Park Renovation,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.820838,-84.373015,Neutral,0.9999616146087646,Other Areas
New Restaurant Opening,Public transport update: Elm line will have altered schedules this week.,33.721182,-84.315687,Neutral,0.9999988079071044,Other Areas
Infrastructure Work,Community meeting at River this Thursday to discuss the new Peachtree development.,33.787952,-84.331059,Neutral,0.999998927,Other Areas
Infrastructure Work,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.775416,-84.409801,Neutral,0.9999657869338988,Other Areas
Public Transport Notice,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.784087,-84.525623,Positive,0.9999996423721312,Other Areas
Park Renovation,Watch out for a giant pothole on River Street. Be careful driving!,33.794498,-84.481165,Neutral,0.9974990487098694,Other Areas
Community Meeting,Community meeting at Main this Thursday to discuss the new Elm development.,33.858491,-84.355225,Neutral,0.9999994039535522,Other Areas
Local Event,Watch out for a giant pothole on Maple Street. Be careful driving!,33.869553,-84.390604,Neutral,0.9965986609458924,Other Areas
New Restaurant Opening,Public transport update: 5th line will have altered schedules this week.,33.72489,-84.302493,Neutral,0.9999994039535522,Other Areas
New Restaurant Opening,Don't miss the Broadway happening this weekend at Elm. Always a good time!,33.810256,-84.460739,Positive,0.9608026146888732,Other Areas
Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.71676,-84.477741,Neutral,0.9998862743377686,Other Areas
Infrastructure Work,"Avoid North during rush hour, construction is causing major delays.",33.84013,-84.338432,Negative,0.9987327456474304,Other Areas
Park Renovation,Community meeting at Main this Thursday to discuss the new Elm development.,33.818166,-84.459066,Neutral,0.9999994039535522,Other Areas
Local Event,Excited about the new renovations at Highland. It's going to be great for the community!,33.74706,-84.477822,Positive,0.9999997615814208,Other Areas
Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.793467,-84.382833,Neutral,0.9953041076660156,Other Areas
Pothole Alert,Watch out for a giant pothole on Highland Street. Be careful driving!,33.818132,-84.483707,Neutral,0.9961722493171692,Other Areas
Community Meeting,Don't miss the Highland happening this weekend at River. Always a good time!,33.806891,-84.402145,Positive,0.9755194783210754,Other Areas
Street Fair,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.746797,-84.375208,Neutral,0.999524474,Other Areas
Street Fair,Excited about the new renovations at North. It's going to be great for the community!,33.781616,-84.462758,Positive,0.9999997615814208,Other Areas
Street Fair,Excited about the new renovations at River. It's going to be great for the community!,33.803696,-84.329966,Positive,0.9999996423721312,Other Areas
Community Meeting,Public transport update: 5th line will have altered schedules this week.,33.764372,-84.416788,Neutral,0.9999994039535522,Other Areas
New Restaurant Opening,Public transport update: Maple line will have altered schedules this week.,33.65637,-84.448168,Neutral,0.999998927,Other Areas
Pothole Alert,"Avoid River during rush hour, construction is causing major delays.",33.663921,-84.401321,Negative,0.9958399534225464,Other Areas
Public Transport Notice,"Avoid Broadway during rush hour, construction is causing major delays.",33.719358,-84.506328,Negative,0.9960518479347228,Other Areas
Pothole Alert,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.849632,-84.453426,Neutral,0.9996829032897948,Other Areas
Traffic Update,Excited about the new renovations at Broadway. It's going to be great for the community!,33.739507,-84.406547,Positive,0.9999996423721312,Other Areas
Street Fair,Don't miss the 5th happening this weekend at Broadway. Always a good time!,33.749431,-84.451715,Positive,0.982300103,Other Areas
Park Renovation,Heard about a new Highland opening on Broadway. Definitely worth checking out!,33.807729,-84.490818,Neutral,0.999408245,Other Areas
Local Event,"Avoid Broadway during rush hour, construction is causing major delays.",33.804403,-84.477986,Negative,0.9960518479347228,Other Areas
Community Meeting,Excited about the new renovations at Highland. It's going to be great for the community!,33.771313,-84.319825,Positive,0.9999997615814208,Other Areas
Park Renovation,Excited about the new renovations at 5th. It's going to be great for the community!,33.696527,-84.394975,Positive,0.9999995231628418,Other Areas
Local Event,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.712696,-84.508958,Neutral,0.9996858835220336,Other Areas
Infrastructure Work,Watch out for a giant pothole on River Street. Be careful driving!,33.749882,-84.305563,Neutral,0.9974990487098694,Other Areas
Community Meeting,Heard about a new River opening on 5th. Definitely worth checking out!,33.663054,-84.364881,Neutral,0.9996552467346193,Other Areas
Pothole Alert,Excited about the new renovations at Elm. It's going to be great for the community!,33.853592,-84.386064,Positive,0.9999996423721312,Other Areas
Street Fair,Public transport update: 5th line will have altered schedules this week.,33.749808,-84.3591,Neutral,0.9999994039535522,Other Areas
Street Fair,"Heads up, River is undergoing some major infrastructure work for the next month.",33.69649,-84.47207,Neutral,0.9999222755432128,Other Areas
Traffic Update,Public transport update: North line will have altered schedules this week.,33.712069,-84.516446,Neutral,0.9999982118606568,Other Areas
Street Fair,Watch out for a giant pothole on Elm Street. Be careful driving!,33.750003,-84.443028,Neutral,0.9965171813964844,Other Areas
New Restaurant Opening,Heard about a new River opening on North. Definitely worth checking out!,33.778635,-84.420671,Neutral,0.99901998,Other Areas
Infrastructure Work,Community meeting at River this Thursday to discuss the new Highland development.,33.660087,-84.424233,Neutral,0.9999992847442628,Other Areas
Pothole Alert,Excited about the new renovations at North. It's going to be great for the community!,33.825199,-84.422998,Positive,0.9999997615814208,Other Areas
Community Meeting,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.871638,-84.463355,Neutral,0.999524474,Other Areas
Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.789745,-84.416385,Neutral,0.9953041076660156,Other Areas
Local Event,Heard about a new 5th opening on Maple. Definitely worth checking out!,33.687512,-84.422164,Neutral,0.9996542930603028,Other Areas
Infrastructure Work,Don't miss the 5th happening this weekend at River. Always a good time!,33.825492,-84.347645,Positive,0.9745757579803468,Other Areas
Local Event,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.847372,-84.391441,Neutral,0.9937437176704408,Other Areas
Traffic Update,Community meeting at Highland this Thursday to discuss the new Highland development.,33.703513,-84.51027,Neutral,0.9999992847442628,Other Areas
Public Transport Notice,Public transport update: North line will have altered schedules this week.,33.731371,-84.486445,Neutral,0.9999982118606568,Other Areas
Public Transport Notice,Community meeting at Highland this Thursday to discuss the new Peachtree development.,33.796826,-84.305215,Neutral,0.9999985694885254,Other Areas
Pothole Alert,The annual street fair at North is this Saturday. Great food and local crafts!,33.821673,-84.355144,Neutral,0.9997422099113464,Other Areas
Community Meeting,Excited about the new renovations at River. It's going to be great for the community!,33.877518,-84.42367,Positive,0.9999996423721312,Other Areas
Street Fair,The annual street fair at Main is this Saturday. Great food and local crafts!,33.850975,-84.415152,Neutral,0.9998722076416016,Other Areas
Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.670202,-84.482541,Neutral,0.9998862743377686,Other Areas
Street Fair,Don't miss the Peachtree happening this weekend at Main. Always a good time!,33.676913,-84.387615,Positive,0.9575104117393494,Other Areas
Infrastructure Work,Don't miss the Maple happening this weekend at 5th. Always a good time!,33.8458,-84.419393,Positive,0.944519818,Other Areas
Local Event,Excited about the new renovations at River. It's going to be great for the community!,33.775188,-84.496387,Positive,0.9999996423721312,Other Areas
Pothole Alert,"Avoid Maple during rush hour, construction is causing major delays.",33.769732,-84.359646,Negative,0.9985874891281128,Other Areas
Street Fair,Public transport update: River line will have altered schedules this week.,33.74911,-84.30452,Neutral,0.999998927,Other Areas
Pothole Alert,Heard about a new North opening on Main. Definitely worth checking out!,33.77667,-84.493138,Neutral,0.9994198083877563,Other Areas
Infrastructure Work,Community meeting at River this Thursday to discuss the new Maple development.,33.856435,-84.494463,Neutral,0.999998927,Other Areas
Community Meeting,Don't miss the Peachtree happening this weekend at 5th. Always a good time!,33.838033,-84.358082,Positive,0.9395468831062316,Other Areas
